N,beta,start_id,operator_energy,energy_functional,C_NN,C_DM_z,M_beta,S_VN_site1,S_VN_avg
3,0.8500000000000001,3,-1.0497259906094796,-1.0271721791590855,-0.19714510820627784,-0.19316743425742533,0.3355134807226501,0.6449575563529081,0.6449355032308611
3,0.9,0,-1.0961337483410183,-1.0802151404238745,-0.19330833331736938,-0.18950302966018331,0.3392336316900499,0.6361570753158152,0.6361398024933945
3,0.9,1,-1.0963044616476174,-1.080299707529069,-0.192945906366259,-0.18907809784277707,0.3397838051859848,0.6348265488581437,0.6348265104809986
3,0.9,2,-1.0970673757826124,-1.0806776450684252,-0.19132625152796098,-0.18717917212842639,0.34223152285221015,0.6289487471755127,0.6289442154448932
3,0.9,3,-1.0961209620497323,-1.0802088065970294,-0.19333547952147134,-0.1895348579908885,0.3391923865601414,0.6362425313735813,0.6362381262923837
3,0.9500000000000001,0,-1.1383786421939104,-1.1310737298930849,-0.19863679371677936,-0.196538447767065,0.32897145089187185,0.6600289392777626,0.6600522635933195
3,0.9500000000000001,1,-1.1386316562702403,-1.1311996366923587,-0.19756520209070963,-0.19529126119049314,0.3306218615446763,0.6562867317950412,0.656280243891311
3,0.9500000000000001,2,-1.1259345272139938,-1.124882228921808,-0.2513467202586581,-0.25789785458904085,0.23378308894079536,0.8359943750416825,0.8359836078652677
3,0.9500000000000001,3,-1.1223440422027475,-1.123096171895514,-0.266556919498377,-0.27560842760914256,0.19796241781929066,0.8837856689240511,0.8837673809147585
3,1.0,0,-1.1830127018302292,-1.1830127018302292,-0.19883602242880938,-0.19752104715245214,0.32667955725716036,0.6652462812103941,0.6652444696594496
3,1.0,1,-1.1830127018637162,-1.1830127018637162,-0.23692909946359678,-0.24150714373967477,0.26196651712021496,0.7917524749119774,0.7917547077032686
3,1.0,2,-1.1830127015418448,-1.1830127015418448,-0.19862152617792894,-0.19727336803469941,0.32700769010757663,0.6645156286384377,0.664504353103561
3,1.0,3,-1.183012701855078,-1.183012701855078,-0.26983636876646516,-0.27950518531389096,0.1889952030805058,0.8943296287367364,0.8943299209606725
4,0.0,0,-0.9999952618805825,-0.499997630940291,7.355227538141662e-16,7.311100509721502e-14,0.5000000000000002,-0.0,0.0
4,0.0,1,-0.9999977129615953,-0.4999988564807977,-1.5265566588595902e-16,1.3418953448418591e-14,0.5,-0.0,0.0
4,0.0,2,-0.9999868029514725,-0.49999340147573623,1.251776460264864e-14,-2.768395322011452e-13,0.5,-0.0,0.0
4,0.0,3,-0.9999925700701251,-0.4999962850350624,8.743006318923108e-16,1.2458214798324874e-14,0.5000000000000002,-0.0,0.0
4,0.05,0,-1.0001395252709415,-0.5278920533807614,-0.025701833114601433,-0.00793954668694589,0.4985515652527163,0.015746392076502823,0.01574874305811319
4,0.05,1,-1.000114208838801,-0.5278454870325813,-0.025694819844208835,-0.00725304225286018,0.49856854627005137,0.01560301047041467,0.015588480501190192
4,0.05,2,-1.0001240062702164,-0.5275370725891517,-0.02563276533263885,-0.0007759282249962971,0.49872917634705466,0.014059040803454962,0.014057595011090274
4,0.05,3,-1.0001446624725747,-0.5279692993448514,-0.02571642260983535,-0.00947981892242369,0.4985133651422636,0.016106623459379348,0.016108218013931024
4,0.1,0,-1.001322365431191,-0.5623904502756332,-0.05279619209676541,-0.02399816345622645,0.49381718742094305,0.054256776713489725,0.054258798155843294
4,0.1,1,-1.0011345759397494,-0.5618058108522141,-0.052727335434063195,-0.018787485635783738,0.4940691686423262,0.052396296163185314,0.05240457849927403
4,0.1,2,-1.001248541105522,-0.5621942440699121,-0.052773161041083885,-0.02231530527199764,0.49389868197416015,0.053656669564612125,0.053660776228349624
4,0.1,3,-1.0011731516117524,-0.5619513060704939,-0.052743768669550606,-0.020135492483454528,0.4940043240299099,0.052880379245867755,0.0528832006847186
4,0.15000000000000002,0,-1.004678421142229,-0.6028398205095129,-0.08084524009829092,-0.03556229119738888,0.4861848576543817,0.10513693747430582,0.10513722684134492
4,0.15000000000000002,1,-1.0046398089921602,-0.6028098204143487,-0.0808407126995592,-0.03551018435662069,0.4861889570066963,0.10511221349378363,0.10511198404286135
4,0.15000000000000002,2,-1.0046734221698543,-0.6028367735286846,-0.08084418767769289,-0.03556304253495226,0.4861850280493787,0.1051377980868056,0.10513617762463873
4,0.15000000000000002,3,-1.0046111987269928,-0.6027837640874601,-0.08083739011198096,-0.03544149286967898,0.4861940137387707,0.10508273743291618,0.10508084347372366
4,0.2,0,-1.0113190232933331,-0.6490787242221335,-0.10952272616437174,-0.04525023670959162,0.4758165666451355,0.1643247671166657,0.16432510296950567
4,0.2,1,-1.0113216954116362,-0.6490802256172652,-0.10952165052436766,-0.045251751265537626,0.47581679122715526,0.16432261024703418,0.16432390493003202
4,0.2,2,-1.011322215104549,-0.6490806516318346,-0.10952241923791783,-0.04525092758107219,0.4758166369710496,0.1643248071799444,0.16432472781446675
4,0.2,3,-1.0113195639746861,-0.6490792220134931,-0.10952653318552082,-0.045243706308217224,0.4758160811735167,0.16432230980624754,0.16432769268873376
4,0.25,0,-1.0223171590622,-0.7008475094628766,-0.1385848714087507,-0.05295977744384069,0.46294529505957943,0.22862045796176028,0.2286211845550168
4,0.25,1,-1.0223477682682653,-0.7008676360594479,-0.13857155857870426,-0.05299171426542977,0.4629475657828856,0.2286136924306924,0.2286105126600763
4,0.25,2,-1.0223410312434054,-0.7008689056805478,-0.13858785048853411,-0.0529883585078353,0.46294168291204824,0.22863836268570495,0.22863816039272408
4,0.25,3,-1.0223323528085908,-0.7008532849459672,-0.1385933709461674,-0.05292293512418719,0.4629467600244339,0.22861251220207626,0.2286142995770992
4,0.30000000000000004,0,-1.0385408111063619,-0.7578636541577107,-0.1680086554576632,-0.05832615069693812,0.44775413249325535,0.29586449781144486,0.2958617038401615
4,0.30000000000000004,1,-1.0385217756719067,-0.7578611567485755,-0.16803974110643077,-0.05831100617683391,0.44774172298599224,0.2959140205339288,0.29591358729382766
4,0.30000000000000004,2,-1.0385186437286986,-0.7578573387505647,-0.16804628210350325,-0.05828943734971011,0.44774163256682764,0.2959136381550943,0.29591396531473657
4,0.30000000000000004,3,-1.0385223650589512,-0.7578616647463142,-0.16803962079607865,-0.05831184154115663,0.4477416859148737,0.29591379578052657,0.2959137422793697
4,0.35000000000000003,0,-1.0602413433112696,-0.819728779677008,-0.19831101780062863,-0.06081037293457117,0.43013107723978866,0.3654346351874089,0.36543430585837544
4,0.35000000000000003,1,-1.060261926676149,-0.8197410451001093,-0.19829097205314766,-0.060843306855060494,0.4301373031960215,0.36541068531967347,0.3654110532788524
4,0.35000000000000003,2,-1.0602678699676176,-0.8197480407099849,-0.1982977653163011,-0.06084283632055351,0.4301343094074145,0.3654222773332663,0.36542223452965406
4,0.35000000000000003,3,-1.0602600673058287,-0.8197464004124362,-0.19831263564132123,-0.06082903632615556,0.4301285115192262,0.36544416034748994,0.3654438880107418
4,0.4,0,-1.087546524446866,-0.8863058111360547,-0.2303289786335856,-0.06027222616303098,0.4095128193582947,0.43809370706659967,0.4380938754718995
4,0.4,1,-1.0874535578560696,-0.8862269118226308,-0.23037576830564235,-0.060121052236140796,0.40950612197191494,0.4381171236577024,0.43811617274481757
4,0.4,2,-1.0874991906701716,-0.8862924880303353,-0.230384804639755,-0.06024311805888586,0.4094815000956977,0.43819780493761434,0.43819813836668986
4,0.4,3,-1.08752278664955,-0.886302626530223,-0.23036235487529821,-0.06026143973081087,0.40949324921853003,0.4381582384494467,0.4381590271504805
4,0.45,0,-1.1199607378520458,-0.957493753532245,-0.26583978866563274,-0.056288982626357675,0.38431520329899294,0.5168280869761238,0.5168284063302548
4,0.45,1,-1.1200297777952437,-0.957500953201031,-0.26572501287388983,-0.05634538556324801,0.38438787698057325,0.5166151927380316,0.5166151182361184
4,0.45,2,-1.1200988435182468,-0.957495912557807,-0.2655959921050905,-0.05638074713154798,0.3844751912897293,0.5163585625415993,0.5163587631884512
4,0.45,3,-1.1200160204976963,-0.957494264325792,-0.26574033907057115,-0.05632800656577586,0.38438000943725076,0.5166382328587573,0.5166382120803878
4,0.5,0,-1.1565894195062032,-1.0335496799033979,-0.30806145963260045,-0.048307541829781774,0.35077304142461335,0.6079030902392086,0.6079023825329778
4,0.5,1,-1.1573636833805008,-1.0335646267907124,-0.30668727265127804,-0.04879291171879106,0.3518510214685489,0.6051883658856255,0.6051886721531499
4,0.5,2,-1.1579617872761903,-1.0335285073385465,-0.3055296763518305,-0.04916931482195507,0.35275377977745215,0.6029064774021506,0.6029058480816295
4,0.5,3,-1.1573022990808477,-1.0335605354172024,-0.30679370471676654,-0.04874783499273301,0.35176964016703255,0.6053942029152424,0.6053940042870725
4,0.55,0,-1.1994793325917632,-1.1150948383119883,-0.35608076880968587,-0.03732676764677638,0.3062035007011785,0.709346209697564,0.7093462255776178
4,0.55,1,-1.196480662519914,-1.1150797240056343,-0.36161904405958606,-0.03557892421497212,0.30074312694728583,0.7204392444031293,0.7204393489546252
4,0.55,2,-1.1981757479241946,-1.1150965153031411,-0.3585096365514076,-0.03655773967249865,0.3038269662481655,0.7142076434620155,0.7142078143530877
4,0.55,3,-1.1984657104084353,-1.115099221141664,-0.3579772151284144,-0.03672555186489382,0.3043512311687674,0.7131398182862059,0.7131398038243144
4,0.6000000000000001,0,-1.240922662777169,-1.20326268027856,-0.4295005833013971,-0.018184458633976344,0.2169681319201427,0.8595491591014794,0.8595491245377469
4,0.6000000000000001,1,-1.2380717752370962,-1.2032454924465679,-0.4349768338221482,-0.016663300092750463,0.20864550234190796,0.8704644621074454,0.8704645188927261
4,0.6000000000000001,2,-1.2471371090800558,-1.2032214024224517,-0.4173231160497468,-0.02165258106053697,0.2342967074978985,0.83523135004521,0.8352313371425797
4,0.6000000000000001,3,-1.2416564381660489,-1.20329132445278,-0.4281490735760064,-0.01856091084774269,0.2189895027969469,0.8568240484699139,0.8568240328669137
4,0.65,0,-1.3007899901154665,-1.2999497236640232,-0.49822450822396547,-0.0004651893488315887,0.03464653849569643,0.9965336503592962,0.9965336507874355
4,0.65,1,-1.3014491304922946,-1.2999242810330585,-0.4967890700758539,-0.0008339406259439065,0.04667288584456061,0.9937054292523515,0.9937054267593705
4,0.65,2,-1.2995524163590308,-1.2995441167959658,-0.499659305712301,-0.00030061187107060724,0.0034441522168500577,0.9999657883850315,0.9999657726988396
4,0.65,3,-1.3000722901771404,-1.299989032493667,-0.4998204528325707,-4.873432398508733e-05,0.010905942387878401,0.9996567855854281,0.9996567856998301
4,0.7000000000000001,0,-1.399978816215655,-1.3999731371395978,-0.4999693167474111,-1.919201132573778e-05,0.0030765484460074277,0.9999726890928093,0.9999726891767488
4,0.7000000000000001,1,-1.3999734155313497,-1.399919763542549,-0.4998248962060888,-7.573302068777368e-05,0.009456218555476814,0.9997419731688735,0.9997419728355756
4,0.7000000000000001,2,-1.399966622735096,-1.3999657864314297,-0.49997531724500455,-2.154220807632065e-05,0.001180613586807146,0.9999959780828751,0.999995978199794
4,0.7000000000000001,3,-1.4001104464398235,-1.3999301006109637,-0.49954419990999904,-0.00013170083292442735,0.017337142513311348,0.9991325455458056,0.9991325456446499
4,0.75,0,-1.4999986973071606,-1.4999974303679482,-0.49999528490218337,-1.804724606866017e-06,0.0015918163826044458,0.9999926890849449,0.99999268875717
4,0.75,1,-1.4999841897173636,-1.4999826193901222,-0.49998508798653235,-1.0908759891183192e-05,0.0017721897677102384,0.999990937930215,0.9999909379617007
4,0.75,2,-1.5000017157948768,-1.499983814639021,-0.4999439222469251,-1.7826538169684355e-05,0.005983503389713956,0.9998966941420959,0.9998966938958855
4,0.75,3,-1.4999835734218272,-1.4999766547204325,-0.49996759753888836,-1.6954129337184314e-05,0.0037198664451997183,0.999960073318497,0.9999600733165762
4,0.8,0,-1.5999979507257747,-1.599997077980346,-0.49999562814719245,-2.0082502978385384e-06,0.0014771132575000772,0.9999937044572036,0.9999937044633221
4,0.8,1,-1.5999916563264978,-1.5999916525405764,-0.49999506352041795,-4.634501217529879e-06,9.728731450551112e-05,0.9999999726836719,0.9999999726902973
4,0.8,2,-1.5999897632762763,-1.5999762856830715,-0.49994506665930427,-1.9233771533338638e-05,0.005804651953334206,0.9999027776370524,0.9999027775279434
4,0.8,3,-1.5999907058129719,-1.5999882650414572,-0.49998567509323566,-7.586124668527202e-06,0.0024702082836623803,0.9999823934409892,0.9999823934830627
4,0.8500000000000001,0,-1.699999991890638,-1.6999999870686608,-0.49999997467081425,-8.06872937462609e-09,0.00012678035111657988,0.9999999536219033,0.9999999536223819
4,0.8500000000000001,1,-1.6999980738492833,-1.6999966605413317,-0.4999927080687536,-2.366064410129293e-06,0.0021704899238806394,0.999986406803329,0.999986406808142
4,0.8500000000000001,2,-1.6999994163887606,-1.699998969649716,-0.49999770935873855,-7.341461490062391e-07,0.0012202992051569541,0.9999957032735705,0.9999957032743688
4,0.8500000000000001,3,-1.6999997534145317,-1.69999960009997,-0.49999918817206745,-2.7613843842717024e-07,0.0007148765906230812,0.9999985254265364,0.9999985254251094
4,0.9,0,-1.799999691299115,-1.7999996824005529,-0.4999997836199681,-1.6238666197209665e-07,0.0002109331877255852,0.9999998716203431,0.9999998716208846
4,0.9,1,-1.7999997284951816,-1.7999997123013238,-0.49999975921090634,-1.5081042469933752e-07,0.00028455102993445045,0.9999997663721711,0.999999766372005
4,0.9,2,-1.7999986543747755,-1.7999983267535058,-0.4999973194924936,-9.732091194408993e-07,0.0012798852867626515,0.9999952734198261,0.9999952734190309
4,0.9,3,-1.799998460446118,-1.7999984585846225,-0.4999991760243349,-7.719603337836287e-07,9.647527630388266e-05,0.9999999731443601,0.9999999731442923
4,0.9500000000000001,0,-1.8999991121235815,-1.8999990751920832,-0.4999991498109219,-4.5556955051958886e-07,0.0006077129117643648,0.9999989343819942,0.9999989343819483
4,0.9500000000000001,1,-1.8999999659483657,-1.8999999658885696,-0.4999999822870676,-1.6245082172673388e-08,2.445328499582712e-05,0.9999999982746866,0.999999998274643
4,0.9500000000000001,2,-1.8999998561459552,-1.8999998554231463,-0.4999999199225076,-6.922530038224817e-08,8.501816796006716e-05,0.9999999791441768,0.9999999791441438
4,0.9500000000000001,3,-1.8999999818703475,-1.899999981869769,-0.4999999909033429,-8.639207668404537e-09,2.4057238385247386e-06,0.9999999999833162,0.9999999999833009
4,1.0,0,-1.9999999577814425,-1.9999999577814425,-0.4999999662221842,-1.922189698871994e-08,0.00011667145331647981,0.9999999607234114,0.9999999607234119
4,1.0,1,-1.9999999564933457,-1.9999999564933457,-0.49999994653308505,-1.9808295925466847e-08,0.00018079298500793024,0.9999999056878411,0.9999999056878393
4,1.0,2,-1.9999999873481566,-1.9999999873481566,-0.4999999879014549,-5.76064949283076e-09,7.781554798193542e-05,0.9999999825282146,0.9999999825282142
4,1.0,3,-1.999999660838224,-1.999999660838224,-0.499999670743925,-1.5442550340575634e-07,0.0004089656212440398,0.9999995174101801,0.9999995174101469
5,0.0,0,-1.3786351840912645,-0.6893175920456323,1.1191048088221578e-14,3.641531520770513e-15,0.5,-0.0,0.0
5,0.0,1,-1.3786356225216299,-0.6893178112608149,-1.580957587066223e-14,-5.134781488891349e-15,0.5,-0.0,0.0
5,0.0,2,-1.3786351341839747,-0.6893175670919873,-1.5482060078397807e-14,-5.079270337660091e-15,0.5,-0.0,0.0
5,0.0,3,-1.3786275978576232,-0.6893137989288116,-5.5816462563029745e-14,-1.820210648872944e-14,0.5,-0.0,0.0
5,0.05,0,-1.3787953632916392,-0.7269141889381243,-0.02199055398875374,-0.0073304408227267415,0.4988646431807192,0.012743004952979383,0.012743828793326372
5,0.05,1,-1.3787965839225982,-0.7269148175106921,-0.021990465678330913,-0.00733041098149223,0.49886465287750825,0.012743096048190988,0.012743733951304608
5,0.05,2,-1.3787942465733543,-0.7269135909056387,-0.021990472247403636,-0.007330406319976379,0.4988646506291496,0.012744092559179658,0.012743755932682132
5,0.05,3,-1.3787961264302329,-0.7269145718888306,-0.02199042689830318,-0.007330396947952772,0.49886465652866824,0.012742902777487429,0.012743698236254732
5,0.1,0,-1.3799419877003407,-0.7707489104168783,-0.04472230112513295,-0.015273772698098409,0.49546905799168217,0.041797346784794,0.04179972959766855
5,0.1,1,-1.3799365115933857,-0.7707453491448908,-0.04472025128300937,-0.015272988709790552,0.49546944694908523,0.04178865729837486,0.041796703359812976
5,0.1,2,-1.379940061676747,-0.7707478788675101,-0.044722423066772786,-0.015273775602446799,0.49546902905142315,0.04179243357641056,0.041799954548221836
5,0.1,3,-1.3799409492227104,-0.7707483310582004,-0.04472227431561247,-0.015273753463972455,0.49546906007972147,0.041801005584603416,0.0417997132924733
5,0.15000000000000002,0,-1.38312432306224,-0.8207494118393892,-0.06797376655378176,-0.02375710111111067,0.48985051181628786,0.08178300040912136,0.08178252607260698
5,0.15000000000000002,1,-1.383122933537726,-0.8207487434191642,-0.06797410868842442,-0.02375723601905199,0.48985040762717896,0.08178887956926523,0.08178321449896839
